account_id,account_name,email_domain,sector,created_date,account_status,plan_tier,mrr_usd,owner,lead_source
001Qy00000101340,Cranfield Anchor LLC,cranfield.com,Construction,2019-08-27,Active,Growth,4115.38,d.castellanos,
001Qy00000101126,Umbra Sterling Group,umbra.com,Energy,2026-02-25,Churned,Growth,2809.44,m.tan,direct
001Qy00000100194,Yarrow Anchor Partners,yarrow.com,Healthcare,2022-11-23,Active,Starter,643.92,m.tan,
001Qy00000100522,Quarry Onyx Labs,quarry.com,Hospitality,2024-03-14,Active,Growth,546.78,j.whitfield,
001Qy00000100239,Ravenswood Compass Group,ravenswood.com,Logistics,2023-02-13,Active,Growth,5339.49,m.tan,
001Qy00000100591,Pemberton Atlas Group,pemberton.com,Manufacturing,2024-06-13,Inactive,Growth,456.78,d.castellanos,Paid Search
001Qy00000100909,Fairmount Nimbus Systems,fairmount.com,Retail,2025-08-19,Active,Growth,3429.70,d.castellanos,Tradeshow
001Qy00000100402,Vásquez Media Freight,vasquez.com,Logistics,2023-10-23,Churned,Starter,1008.23,p.lindqvist,
001Qy00000100972,Thornbury Coastal Holdings,thornbury.com,Media,2025-09-05,Active,Starter,941.93,d.castellanos,paid search
001Qy00000101398,Fairmount Compass Systems,fairmount.com,Fintech,2022-06-25,Active,Starter,679.94,s.okoro,
001Qy00000100008,Oakfield Trading Holdings,oakfield.com,Energy,2022-04-14,Active,Growth,8150.93,d.castellanos,
001Qy00000101030,Kestrel Supply Inc,kestrel.com,Retail,2025-09-27,Inactive,Starter,955.43,m.tan,LinkedIn Ads
001Qy00000100615,Inglewood Foundry Holdings,inglewood.com,Education,2024-06-25,Active,Starter,363.41,m.tan,Paid Search
001Qy00000101383,Pemberton Sterling Inc,pemberton.com,Media,2023-03-03,Inactive,Starter,466.21,j.whitfield,
001Qy00000101096,Zenith Summit Inc,zenith.com,Energy,2026-02-12,Churned,Growth,0.00,s.okoro,Blog
001Qy00000100682,Ashcombe Freight Holdings,ashcombe.com,Hospitality,2024-10-20,Active,Growth,1492.40,a.reyes,Event
001Qy00000100715,Orchard Analytics Inc,orchard.com,Hospitality,2024-11-13,,Starter,760.08,m.tan,Organic Search
001Qy00000100487,Inglewood Digital Labs,inglewood.com,Retail,2024-01-30,Inactive,Growth,6734.54,s.okoro,
001Qy00000100653,Yellowfin Clinical Inc,yellowfin.com,Retail,2024-09-24,Active,Growth,1496.13,p.lindqvist,Tradeshow
001Qy00000100837,Westbrook Clinical Systems,westbrook.com,Construction,2025-05-17,Inactive,Starter,928.87,s.okoro,direct
001Qy00000100995,Quarry Supply Corp,quarry.com,Hospitality,2025-09-25,Active,Growth,4970.60,a.reyes,paid search
001Qy00000100932,Kestrel Cascade Inc,kestrel.com,Hospitality,2025-07-30,Active,Starter,717.44,d.castellanos,
001Qy00000101152,Larkspur Cascade Systems,larkspur.com,Logistics,2026-01-28,Active,Starter,447.74,a.reyes,Word of Mouth
001Qy00000100051,Northwind Digital Partners,northwind.com,Manufacturing,2020-05-27,Active,Starter,2017.37,m.tan,
001Qy00000101381,Harborview Cascade LLC,harborview.com,Construction,2024-02-11,Inactive,Growth,3251.07,d.castellanos,
001Qy00000101433,Vantage Freight Holdings,vantage.com,Fintech,2023-08-03,Inactive,Starter,515.05,p.lindqvist,
001Qy00000100958,Eastvale Sterling Holdings,eastvale.com,Logistics,2025-09-20,Active,Starter,584.30,p.lindqvist,LinkedIn
001Qy00000100109,Brightwater Pioneer Inc,brightwater.com,Logistics,2020-09-07,Churned,Enterprise,10989.50,d.castellanos,
001Qy00000100087,Glenrock Precision Partners,glenrock.com,Hospitality,2021-12-20,Active,Starter,899.21,j.whitfield,
001Qy00000101248,Harborview Lumen Labs,harborview.com,Retail,2026-04-30,Active,Growth,2273.55,p.lindqvist,SDR
001Qy00000101254,Thornbury Foundry Partners,thornbury.com,Media,2026-04-28,Active,Starter,884.27,j.whitfield,Direct
001Qy00000101261,Ravenswood Atlas Inc,ravenswood.com,Education,2026-04-22,Active,Starter,265.76,d.castellanos,
001Qy00000100362,Quillfeather Nimbus Inc,quillfeather.com,Fintech,2023-09-13,Active,Enterprise,6000.00,j.whitfield,
001Qy00000101349,Larkspur Sterling Systems,larkspur.com,Construction,2022-12-01,Active,Growth,6866.56,d.castellanos,
001Qy00000100519,Westbrook Pioneer Holdings,westbrook.com,Media,2024-02-24,Active,Starter,615.15,p.lindqvist,
001Qy00000100440,Dunmore Trading Holdings,dunmore.com,Hospitality,2023-12-29,Churned,Starter,965.12,m.tan,
001Qy00000100663,Westbrook Foundry Labs,westbrook.com,Construction,2024-09-08,Active,Growth,1490.83,a.reyes,Word of Mouth
001Qy00000100260,Silverline Freight LLC,silverline.com,Media,2023-04-04,Churned,Starter,778.40,d.castellanos,
001Qy00000100371,Pemberton Anchor Labs,pemberton.com,Media,2023-09-23,Active,Growth,5130.24,d.castellanos,
001Qy00000101366,Blackthorn Freight Labs,blackthorn.com,Fintech,2020-07-30,Active,Starter,1076.70,m.tan,
001Qy00000101002,Núñez Capital Freight,nunez.com,Manufacturing,2025-10-30,Churned,Starter,382.46,m.tan,Word of Mouth
001Qy00000100871,Meridian Trading Inc,meridian.com,Hospitality,2025-06-09,Active,Starter,392.06,d.castellanos,Paid Search
001Qy00000100913,Whitmore Atlas Inc,whitmore.com,Construction,2025-06-29,Active,Starter,250.00,a.reyes,PPC
001Qy00000100444,Harborview Anchor Group,harborview.com,Retail,2023-12-07,Churned,Starter,793.19,p.lindqvist,
001Qy00000100564,Nightingale Sable Partners,nightingale.com,Education,2024-05-22,Active,Starter,883.46,j.whitfield,
001Qy00000100665,Ashcombe Quantum Inc,ashcombe.com,Education,2024-10-25,Active,Starter,610.20,j.whitfield,Blog
001Qy00000100708,Pemberton Sterling Partners,pemberton.com,Construction,2024-12-02,Active,Starter,698.31,s.okoro,SEO
001Qy00000100428,Hollowway Beacon Systems,hollowway.com,Manufacturing,2023-11-24,Active,Growth,4494.13,s.okoro,
001Qy00000100669,Verdigris Beacon Labs,verdigris.com,Healthcare,2024-09-15,Inactive,Starter,635.56,s.okoro,LinkedIn
001Qy00000100592,Tanglewood Anchor LLC,tanglewood.com,Fintech,2024-06-18,Active,Growth,2091.31,p.lindqvist,
001Qy00000100763,Blackthorn Keystone Systems,blackthorn.com,Manufacturing,2025-02-15,Active,Starter,1047.10,m.tan,direct
001Qy00000100035,Ashcombe Foundry Labs,ashcombe.com,Fintech,2019-05-12,,Starter,170.69,m.tan,
001Qy00000100327,Thornbury Lumen Systems,thornbury.com,Energy,2023-06-04,Churned,Growth,0.00,d.castellanos,
001Qy00000101115,Pemberton Analytics Holdings,pemberton.com,Manufacturing,2026-01-20,Churned,Starter,0.00,s.okoro,Google Ads
001Qy00000100611,Juniper Clinical Partners,juniper.com,Hospitality,2024-07-07,Churned,Starter,250.00,m.tan,social
001Qy00000101437,Redstone Keystone Labs,redstone.com,Construction,2022-08-13,Active,Starter,520.09,m.tan,
001Qy00000101393,Dunmore Sterling Labs,dunmore.com,Manufacturing,2023-08-27,Churned,Starter,0.00,d.castellanos,
001Qy00000100959,Quarry Analytics Group,quarry.com,Fintech,2025-08-21,Active,Enterprise,25188.85,p.lindqvist,
001Qy00000100027,Inglewood Sable Labs,inglewood.com,Hospitality,2021-10-23,Active,Growth,3803.54,j.whitfield,
001Qy00000100513,Inglewood Digital Systems,inglewood.com,Retail,2024-03-11,Active,Starter,651.83,p.lindqvist,
001Qy00000100212,Quillfeather Freight Inc,quillfeather.com,Energy,2022-12-29,Churned,Starter,1043.93,m.tan,
001Qy00000100244,Larkspur Nimbus Labs,larkspur.com,Hospitality,2023-02-05,Churned,Growth,2253.53,d.castellanos,
001Qy00000100068,Pinnacle Keystone LLC,pinnacle.com,Manufacturing,2017-06-17,Active,Growth,6779.81,m.tan,
001Qy00000101421,Dovetail Nimbus Group,dovetail.com,Hospitality,2021-05-12,Active,Starter,732.90,a.reyes,
001Qy00000100675,Glenrock Anchor Systems,glenrock.com,Manufacturing,2024-10-02,Active,Starter,536.30,s.okoro,paid search
001Qy00000100541,Quillfeather Summit LLC,quillfeather.com,Energy,2024-05-17,,Starter,859.87,d.castellanos,
001Qy00000100536,Tanglewood Anchor Group,tanglewood.com,Healthcare,2024-04-05,Churned,Starter,581.00,a.reyes,
001Qy00000101237,Ravenswood Sable Corp,ravenswood.com,Media,2026-05-03,,Starter,741.24,m.tan,LinkedIn Ads
001Qy00000100838,Harborview Digital Labs,harborview.com,Education,2025-04-04,Active,Enterprise,8160.65,j.whitfield,Outbound
001Qy00000100947,Eastvale Sterling Labs,eastvale.com,Hospitality,2025-07-22,Churned,Growth,0.00,s.okoro,Organic Search
001Qy00000100735,Meridian Pioneer Labs,meridian.com,Education,2025-01-03,Inactive,Starter,326.36,p.lindqvist,SEO
001Qy00000100420,Whitmore Quantum Inc,whitmore.com,Education,2023-11-06,Active,Starter,1230.35,p.lindqvist,
001Qy00000100275,Underhill (DBA),underhill.com,Media,2023-03-27,Churned,Growth,33.54,d.castellanos,
001Qy00000100970,Eastvale Analytics Systems,eastvale.com,Fintech,2025-09-20,Churned,Starter,1229.16,j.whitfield,Blog
001Qy00000100427,Whitmore Foundry Partners,whitmore.com,Manufacturing,2023-11-27,Active,Starter,592.30,a.reyes,
001Qy00000101069,Glenrock Supply Holdings,glenrock.com,Manufacturing,2026-01-07,Active,Starter,534.36,s.okoro,Referral
001Qy00000101011,Underhill Freight LLC,underhill.com,Logistics,2025-11-09,Active,Growth,1964.98,s.okoro,Referral
001Qy00000100967,Inglewood Nimbus Inc,inglewood.com,Education,2025-09-02,Active,Growth,3891.52,p.lindqvist,PPC
001Qy00000100044,Zenith Coastal Corp,zenith.com,Energy,2017-05-15,,Starter,720.49,s.okoro,
001Qy00000101293,Stonebridge Pioneer Inc,stonebridge.com,Media,2026-07-15,Active,Growth,2255.03,a.reyes,Conference
001Qy00000100158,Larkspur Freight Holdings,larkspur.com,Education,2022-09-07,Inactive,Enterprise,39948.25,j.whitfield,
001Qy00000101070,Quillfeather Anchor Systems,quillfeather.com,Construction,2026-01-21,,Starter,953.53,a.reyes,paid search
001Qy00000100622,Stonebridge Beacon Partners,stonebridge.com,Media,2024-07-07,Inactive,Growth,2189.77,s.okoro,Partner Referral
001Qy00000101431,Orchard Supply Holdings,orchard.com,Manufacturing,2021-03-30,Active,Growth,2992.52,p.lindqvist,
001Qy00000100415,Cerulean Clinical Partners,cerulean.com,Education,2023-09-27,Active,Starter,607.85,a.reyes,
001Qy00000100307,Underhill Vector Partners,underhill.com,Energy,2023-06-13,Churned,Growth,3486.22,s.okoro,
001Qy00000100039,Tanglewood Freight Inc,tanglewood.com,Education,2020-12-26,Active,Starter,1110.63,d.castellanos,
001Qy00000101412,Vásquez Media Quantum,vasquez.com,Energy,2022-05-26,Active,Growth,1487.08,d.castellanos,
001Qy00000100092,Pinnacle Digital Group,pinnacle.com,Healthcare,2019-07-10,Churned,Enterprise,0.00,j.whitfield,
001Qy00000100604,Umbra Anchor Partners,umbra.com,Education,2024-08-12,Active,Starter,305.55,j.whitfield,Blog
001Qy00000100180,Brightwater Onyx Group,brightwater.com,Construction,2022-10-07,Active,Growth,2313.35,d.castellanos,
001Qy00000100530,Ironwood Sable Corp,ironwood.com,Healthcare,2024-04-15,Active,Starter,1016.66,d.castellanos,
001Qy00000100447,Acme Anchor Labs,acme.com,Energy,2023-12-06,Inactive,Starter,247.83,s.okoro,
001Qy00000100608,Dunmore Digital Inc,dunmore.com,Media,2024-07-21,Active,Starter,691.38,m.tan,Word of Mouth
001Qy00000100950,Glenrock Cascade Holdings,glenrock.com,Fintech,2025-08-02,Active,Starter,508.13,a.reyes,SEO
001Qy00000101211,Núñez Capital Digital,nunez.com,Media,2026-04-11,Active,Starter,469.20,a.reyes,paid search
001Qy00000100247,Fairmount Precision LLC,fairmount.com,Healthcare,2023-04-26,Active,Starter,627.94,p.lindqvist,
001Qy00000100873,Dovetail Cascade Holdings,dovetail.com,Media,2025-06-27,Active,Starter,610.84,p.lindqvist,Paid Social
001Qy00000101251,Fairmount Atlas Inc,fairmount.com,Hospitality,2026-06-07,Active,Starter,380.91,d.castellanos,paid search
001Qy00000101101,Guimarães Log Onyx,guimaraes.com,Construction,2026-02-15,Churned,Starter,0.00,a.reyes,PPC
001Qy00000101159,Kestrel Anchor Labs,kestrel.com,Fintech,2026-03-05,Active,Starter,653.58,j.whitfield,
001Qy00000101238,Blackthorn Trading LLC,blackthorn.com,Retail,2026-06-02,Active,Starter,1139.72,p.lindqvist,
001Qy00000100831,Dovetail Compass Labs,dovetail.com,Logistics,2025-02-25,Active,Starter,876.25,p.lindqvist,PPC
001Qy00000100143,Cranfield Clinical Holdings,cranfield.com,Fintech,2022-10-02,Inactive,Starter,0.00,s.okoro,
001Qy00000100409,Alder Vector LLC,alder.com,Logistics,2023-11-24,Churned,Starter,780.50,j.whitfield,
001Qy00000101391,Inglewood Summit Group,inglewood.com,Manufacturing,2023-12-06,Churned,Starter,412.30,d.castellanos,
001Qy00000101234,Nightingale Anchor Labs,nightingale.com,Healthcare,2026-04-11,Active,Starter,870.74,m.tan,Organic Search
001Qy00000101265,Umbra Summit Systems,umbra.com,Fintech,2026-06-08,Active,Starter,510.56,d.castellanos,Paid Social
001Qy00000100033,Oakfield Digital Corp,oakfield.com,Media,2019-12-18,Churned,Growth,0.00,a.reyes,
001Qy00000101034,Dovetail Sterling LLC,dovetail.com,Construction,2025-11-09,Active,Enterprise,6000.00,j.whitfield,
001Qy00000100737,Redstone Pioneer Group,redstone.com,Manufacturing,2024-12-28,Active,Enterprise,16222.02,p.lindqvist,Organic Search
001Qy00000101140,Hollowway Sable Systems,hollowway.com,Retail,2026-02-28,Active,Starter,578.92,m.tan,SEO
001Qy00000100834,Eastvale Cascade Group,eastvale.com,Healthcare,2025-04-21,Active,Starter,697.21,a.reyes,Word of Mouth
001Qy00000100988,Cranfield Foundry LLC,cranfield.com,Logistics,2025-09-26,Active,Growth,2322.41,m.tan,Google Ads
001Qy00000101373,Alder Beacon Holdings,alder.com,Fintech,2023-02-11,Active,Enterprise,14143.80,j.whitfield,
001Qy00000100808,Quillfeather Coastal Holdings,quillfeather.com,Fintech,2025-01-18,Churned,Starter,54.21,m.tan,SEO
001Qy00000100290,Marbury Keystone Corp,marbury.com,Energy,2023-04-28,Active,Starter,821.34,p.lindqvist,
001Qy00000100397,López y Asociados Anchor,lopez.com,Retail,2023-10-21,Active,Growth,3504.27,m.tan,
001Qy00000100582,Verdigris Sable Inc,verdigris.com,Manufacturing,2024-05-20,Active,Growth,4678.64,a.reyes,paid search
001Qy00000100903,São Bento Vector,sao.com,Retail,2025-08-16,Active,Starter,314.33,s.okoro,Blog
001Qy00000100768,Alder Sterling Labs,alder.com,Hospitality,2025-01-31,,Enterprise,13948.92,s.okoro,Tradeshow
001Qy00000101354,Dunmore Cascade Partners,dunmore.com,Media,2020-11-06,Inactive,Starter,648.69,a.reyes,
001Qy00000101210,São Bento Precision,sao.com,Fintech,2026-04-25,Active,Starter,853.36,j.whitfield,Paid Search
001Qy00000100138,Zenith Freight Group,zenith.com,Fintech,2017-12-06,,Starter,600.83,d.castellanos,
001Qy00000100139,Tanglewood Compass Group,tanglewood.com,Energy,2022-09-19,Active,Growth,2508.15,m.tan,
001Qy00000100434,Fairmount Onyx LLC,fairmount.com,Healthcare,2023-12-31,Active,Starter,1143.78,m.tan,
001Qy00000101004,Hernández Retail Pioneer,hernandez.com,Construction,2025-10-04,Churned,Growth,1708.15,d.castellanos,
001Qy00000101044,Copperfield Clinical Group,copperfield.com,Logistics,2025-11-17,Active,Enterprise,1033.85,m.tan,Blog
001Qy00000100020,Inglewood Compass Corp,inglewood.com,Media,2022-02-09,Active,Starter,382.97,m.tan,
001Qy00000101316,Meridian Sterling Labs,meridian.com,Education,2020-03-18,Active,Growth,2363.40,s.okoro,
001Qy00000101331,Acme Lumen Holdings,acme.com,Logistics,2021-01-29,Active,Growth,4692.35,p.lindqvist,
001Qy00000100626,Harborview Supply Group,harborview.com,Hospitality,2024-07-21,Active,Starter,458.17,d.castellanos,direct
001Qy00000101268,Cranfield Freight Systems,cranfield.com,Education,2026-07-24,Active,Enterprise,27124.52,j.whitfield,Outbound
001Qy00000101333,Harborview Beacon Partners,harborview.com,Retail,2020-09-29,Active,Starter,552.89,d.castellanos,
001Qy00000100203,Muñoz Holdings Supply,munoz.com,Energy,2022-12-24,Active,Growth,7482.49,d.castellanos,
001Qy00000101000,López y Asociados Beacon II,lopez.com,Logistics,2025-09-10,Inactive,Starter,145.60,d.castellanos,Paid Search
001Qy00000100817,Dovetail Summit Holdings,dovetail.com,Hospitality,2025-04-16,Active,Starter,1017.83,d.castellanos,Direct
001Qy00000101094,Eastvale Beacon Group,eastvale.com,Fintech,2026-01-14,Active,Starter,608.27,j.whitfield,direct
001Qy00000100024,Kestrel Summit Partners,kestrel.com,Logistics,2020-12-18,Active,Growth,4827.49,m.tan,
001Qy00000101153,Verdigris Onyx Holdings,verdigris.com,Media,2026-01-30,Churned,Starter,0.00,d.castellanos,Google Ads
001Qy00000100276,Dovetail Quantum Partners,dovetail.com,Construction,2023-04-20,Active,Starter,419.91,j.whitfield,
001Qy00000100760,Copperfield Trading Holdings,copperfield.com,Manufacturing,2025-01-29,Churned,Starter,782.26,p.lindqvist,direct
001Qy00000100938,Quillfeather Beacon Partners,quillfeather.com,Retail,2025-08-22,Active,Starter,297.31,p.lindqvist,LinkedIn
001Qy00000100552,Brightwater Digital Systems,brightwater.com,Retail,2024-04-16,Churned,Growth,2291.55,a.reyes,
001Qy00000101426,Acme Sterling Corp,acme.com,Hospitality,2022-08-16,Churned,Enterprise,180.17,p.lindqvist,
001Qy00000101119,Harborview Beacon Systems,harborview.com,Construction,2026-01-02,Active,Starter,896.77,s.okoro,LinkedIn
001Qy00000101025,Hollowway Foundry Inc,hollowway.com,Media,2025-11-07,Active,Growth,3207.23,a.reyes,direct
001Qy00000101263,Tanglewood Anchor Inc,tanglewood.com,Healthcare,2026-05-20,Active,Starter,573.33,a.reyes,Word of Mouth
001Qy00000100299,Muñoz Holdings Precision II,munoz.com,Manufacturing,2023-05-01,,Growth,2157.03,d.castellanos,
001Qy00000100639,Quarry Coastal Holdings,quarry.com,Energy,2024-08-17,Active,Starter,661.92,s.okoro,PPC
001Qy00000101079,Vantage Summit Labs,vantage.com,Retail,2026-01-05,Active,Starter,691.36,d.castellanos,Google Ads
001Qy00000100770,Ashcombe Analytics LLC,ashcombe.com,Manufacturing,2025-01-26,Active,Starter,521.29,j.whitfield,
001Qy00000100031,Oakfield Foundry Systems,oakfield.com,Construction,2018-09-28,Active,Starter,807.88,p.lindqvist,
001Qy00000101142,Oakfield Compass Labs,oakfield.com,Energy,2026-02-19,Active,Enterprise,135000.00,d.castellanos,Partner
001Qy00000100359,Yellowfin Compass Group,yellowfin.com,Fintech,2023-08-04,Churned,Starter,323.87,j.whitfield,
001Qy00000101356,Pinnacle Nimbus Holdings,pinnacle.com,Manufacturing,2021-03-24,Active,Starter,623.88,m.tan,
001Qy00000100660,Redstone Sable Labs,redstone.com,Education,2024-09-09,Active,Growth,2900.31,s.okoro,Organic Search
001Qy00000100558,Pemberton Coastal Systems,pemberton.com,Construction,2024-04-04,Active,Starter,500.50,d.castellanos,
001Qy00000101425,Acme Sterling Corp,acme.com,Hospitality,2022-08-21,Churned,Starter,0.00,p.lindqvist,
001Qy00000101378,Umbra Atlas Holdings,umbra.com,Construction,2023-05-23,Active,Starter,526.59,s.okoro,
001Qy00000101329,Copperfield Foundry Holdings,copperfield.com,Manufacturing,2021-07-16,Active,Growth,2102.38,j.whitfield,
001Qy00000101148,Nightingale Supply Corp,nightingale.com,Healthcare,2026-03-16,Active,Starter,698.77,d.castellanos,
001Qy00000101380,Larkspur Analytics Holdings,larkspur.com,Construction,2024-01-10,Active,Starter,311.16,p.lindqvist,
001Qy00000100432,Oakfield Atlas Systems,oakfield.com,Retail,2023-12-29,,Starter,740.56,d.castellanos,
001Qy00000101058,Lakeshore Anchor Holdings,lakeshore.com,Fintech,2025-11-21,Active,Growth,1503.14,s.okoro,Outbound
001Qy00000100656,Glenrock Digital Inc,glenrock.com,Energy,2024-08-30,Active,Starter,852.03,p.lindqvist,LinkedIn
001Qy00000100540,Yellowfin Foundry LLC,yellowfin.com,Construction,2024-04-07,Churned,Starter,460.07,a.reyes,
001Qy00000100986,Yellowfin Coastal LLC,yellowfin.com,Media,2025-10-14,Active,Starter,573.82,p.lindqvist,Paid Search
001Qy00000101270,Whitmore Atlas Corp,whitmore.com,Hospitality,2026-06-18,Active,Starter,902.96,a.reyes,PPC
001Qy00000100243,Tanglewood Nimbus Systems,tanglewood.com,Fintech,2023-03-05,Churned,Growth,0.00,j.whitfield,
001Qy00000101406,Umbra Lumen Holdings,umbra.com,Fintech,2021-04-08,Active,Growth,1469.91,s.okoro,
001Qy00000101317,Cranfield Precision Inc,cranfield.com,Hospitality,2020-10-12,,Starter,1176.51,p.lindqvist,
001Qy00000100120,Dunmore Lumen Holdings,dunmore.com,Energy,2021-11-10,Churned,Starter,535.38,a.reyes,
001Qy00000100288,Brightwater Vector Group,brightwater.com,Manufacturing,2023-04-26,Churned,Growth,0.00,d.castellanos,
001Qy00000100435,Inglewood Sable Inc,inglewood.com,Hospitality,2023-11-28,Inactive,Growth,5232.80,d.castellanos,
001Qy00000100738,Quillfeather Sterling Labs,quillfeather.com,Manufacturing,2025-01-16,Active,Growth,1840.96,m.tan,Organic Search
001Qy00000101368,Ashcombe Sterling Corp,ashcombe.com,Retail,2024-01-31,Inactive,Starter,353.00,m.tan,
001Qy00000101390,Cerulean Compass Partners,cerulean.com,Fintech,2022-11-09,Churned,Starter,638.54,p.lindqvist,
001Qy00000100118,Oakfield Compass LLC,oakfield.com,Construction,2021-01-17,Churned,Starter,0.00,s.okoro,
001Qy00000100054,Hollowway Onyx Systems,hollowway.com,Construction,2017-08-07,Active,Growth,13500.00,d.castellanos,
001Qy00000101220,Quillfeather Analytics Labs,quillfeather.com,Logistics,2026-04-08,Active,Starter,1208.66,j.whitfield,Word of Mouth
001Qy00000101343,Northgate Quantum Labs,northgate.com,Healthcare,2022-04-29,Churned,Growth,0.00,p.lindqvist,
001Qy00000101339,Pemberton Clinical LLC,pemberton.com,Retail,2022-01-26,Active,Enterprise,61139.91,p.lindqvist,
001Qy00000100175,Pemberton Atlas Inc,pemberton.com,Education,2022-11-08,Churned,Starter,281.25,d.castellanos,
001Qy00000100630,Dunmore Coastal LLC,dunmore.com,Fintech,2024-09-07,Active,Enterprise,26083.83,s.okoro,Tradeshow
001Qy00000100322,Marbury Beacon Labs,marbury.com,Manufacturing,2023-06-08,Churned,Starter,0.00,m.tan,
001Qy00000100064,Redstone Pioneer Systems,redstone.com,Fintech,2021-05-05,Active,Growth,2536.02,m.tan,
001Qy00000100545,Pinnacle Foundry LLC,pinnacle.com,Healthcare,2024-04-19,Active,Enterprise,7524.98,s.okoro,
001Qy00000100192,Stonebridge Digital Inc,stonebridge.com,Retail,2022-11-16,Inactive,Growth,5620.95,a.reyes,
001Qy00000100422,Fairmount Coastal Labs,fairmount.com,Manufacturing,2023-11-15,Active,Growth,1830.48,p.lindqvist,
001Qy00000100616,Northwind Analytics Inc,northwind.com,Healthcare,2024-08-01,,Starter,412.39,m.tan,Paid Search
001Qy00000100312,Cranfield Pioneer Systems,cranfield.com,Hospitality,2023-05-20,Churned,Starter,22153.80,a.reyes,
001Qy00000100900,García Sistemas Coastal,garcia.com,Logistics,2025-06-15,Churned,Growth,3536.21,s.okoro,Conference
001Qy00000100191,Stonebridge Onyx Systems,stonebridge.com,Education,2022-11-30,Inactive,Growth,884.14,a.reyes,
001Qy00000100388,Umbra Analytics Systems,umbra.com,Construction,2023-10-05,Churned,Growth,1200.00,d.castellanos,
001Qy00000100451,Umbra Summit Partners,umbra.com,Hospitality,2023-12-22,,Growth,1263.63,d.castellanos,
001Qy00000100490,Pinnacle Coastal LLC,pinnacle.com,Energy,2024-02-22,,Starter,805.15,j.whitfield,
001Qy00000101226,Oakfield Nimbus Holdings,oakfield.com,Fintech,2026-04-18,Active,Starter,695.85,p.lindqvist,paid search
001Qy00000100693,Underhill Lumen Group,underhill.com,Construction,2024-10-23,Active,Starter,791.56,d.castellanos,Direct
001Qy00000101335,Lakeshore Coastal Corp,lakeshore.com,Education,2019-12-31,Churned,Starter,603.73,s.okoro,
001Qy00000100511,Inglewood Compass Group,inglewood.com,Energy,2024-03-06,Active,Starter,460.05,m.tan,
001Qy00000100237,Northwind Keystone Systems,northwind.com,Retail,2023-02-26,Active,Starter,592.06,a.reyes,
001Qy00000101456,Meridian Analytics LLC,meridian.com,Media,2020-11-25,Active,Growth,1994.04,d.castellanos,
001Qy00000100253,Tanglewood Atlas Systems,tanglewood.com,Education,2023-03-28,Churned,Growth,0.00,j.whitfield,
001Qy00000101371,Northgate Compass LLC,northgate.com,Fintech,2022-11-13,Active,Growth,1147.86,j.whitfield,
001Qy00000101187,Oakfield Atlas Group,oakfield.com,Manufacturing,2026-03-15,Churned,Starter,0.00,p.lindqvist,Paid Social
001Qy00000100019,Verdigris Anchor Inc,verdigris.com,Healthcare,2022-03-06,Churned,Starter,857.39,m.tan,
001Qy00000100835,Kestrel Compass Inc,kestrel.com,Manufacturing,2025-03-20,Active,Starter,540.69,d.castellanos,Direct
001Qy00000101411,Hernández Retail Nimbus,hernandez.com,Construction,2023-06-04,Churned,Starter,0.00,a.reyes,
001Qy00000100395,Yarrow Foundry LLC,yarrow.com,Healthcare,2023-10-11,Churned,Growth,0.00,s.okoro,
001Qy00000101122,Verdigris Foundry Systems,verdigris.com,Manufacturing,2025-12-27,Inactive,Growth,778.79,s.okoro,Referral
001Qy00000100680,Underhill Digital LLC,underhill.com,Logistics,2024-10-14,Active,Starter,568.44,s.okoro,Tradeshow
001Qy00000100853,Umbra Summit Inc,umbra.com,Media,2025-05-02,Active,Starter,289.27,d.castellanos,Paid Search
001Qy00000100543,Juniper Analytics Systems,juniper.com,Logistics,2024-04-23,Active,Starter,905.17,d.castellanos,
001Qy00000101275,Juniper Atlas Corp,juniper.com,Hospitality,2026-06-20,Inactive,Growth,1778.74,p.lindqvist,Google Ads
001Qy00000100148,Nightingale Vector LLC,nightingale.com,Healthcare,2022-09-20,Inactive,Growth,3632.64,d.castellanos,
001Qy00000100169,Verdigris Pioneer Holdings,verdigris.com,Energy,2022-10-06,Active,Enterprise,122241.23,d.castellanos,
001Qy00000101285,Northgate Sterling LLC,northgate.com,Healthcare,2026-06-30,Active,Starter,438.21,s.okoro,Paid Search
001Qy00000100777,Quarry Coastal Systems,quarry.com,Retail,2025-01-23,Active,Growth,2459.65,m.tan,SDR
001Qy00000101454,Quarry Pioneer Inc,quarry.com,Education,2020-11-20,Churned,Starter,0.00,d.castellanos,
001Qy00000100525,Nightingale Summit Group,nightingale.com,Education,2024-03-28,Churned,Starter,0.00,j.whitfield,
001Qy00000100006,Núñez Capital Coastal,nunez.com,Healthcare,2017-10-20,Active,Growth,2998.00,d.castellanos,
001Qy00000100065,Tanglewood Cascade Inc,tanglewood.com,Hospitality,2022-06-28,Active,Enterprise,5635.42,s.okoro,
001Qy00000101193,Northwind Onyx Holdings,northwind.com,Construction,2026-03-11,Active,Growth,1518.07,j.whitfield,Referral
001Qy00000100238,Copperfield Lumen Labs,copperfield.com,Fintech,2023-02-10,,Starter,482.17,s.okoro,
001Qy00000100302,López y Asociados Precision,lopez.com,Media,2023-06-13,Inactive,Growth,0.00,s.okoro,
001Qy00000100674,Yarrow Quantum Partners,yarrow.com,Manufacturing,2024-09-15,Active,Enterprise,6000.00,s.okoro,Tradeshow
